City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,motueka,-41.1333,173.0167,15.61,53,78,2.49,NZ,1690249541
280,port elizabeth,-33.918,25.5701,6.16,93,0,1.03,ZA,1690249065
281,perry,37.2506,-83.1999,26.4,71,11,1.36,US,1690249247
282,viedma,-40.8135,-62.9967,6.23,80,97,7.23,AR,1690249541
283,sarangani,5.4033,125.4636,27.51,80,95,5.53,PH,1690249074
284,carutapera,-1.195,-46.02,24.57,89,6,2.08,BR,1690249106
285,guanambi,-14.2233,-42.7814,20.31,61,74,2.97,BR,1690249541
286,timbuktu,16.7735,-3.0074,31.64,52,99,6.49,ML,1690249075
287,luanda,-8.8368,13.2343,21.0,83,75,1.54,AO,1690249541
288,revda,56.801,59.9303,14.2,93,63,2.4,RU,1690249542
289,pacific grove,36.6177,-121.9166,25.57,70,0,4.63,US,1690249073
290,saldanha,-33.0117,17.9442,8.84,77,0,4.15,ZA,1690249080
291,ishigaki,24.3448,124.1572,32.07,74,75,7.72,JP,1690249542
292,wenchang,30.904,118.4887,31.2,69,100,0.73,CN,1690249542
293,remire-montjoly,4.9167,-52.2667,24.02,94,100,0.0,GF,1690249059
294,mocoa,1.1493,-76.6466,22.47,96,100,0.45,CO,1690249543
295,saudarkrokur,65.7461,-19.6394,9.74,93,100,1.66,IS,1690249543
296,galesong,-5.3166,119.3661,28.01,64,77,1.48,ID,1690249543
297,taoudenni,22.6783,-3.9836,39.23,13,95,0.3,ML,1690249543
298,martapura,-3.4167,114.85,29.05,61,0,1.54,ID,1690249543
299,chinde,26.8418,88.0763,19.46,86,100,1.67,NP,1690249543
300,bei'an,24.5399,109.533,29.5,74,99,3.95,CN,1690249543
301,anna regina,7.2644,-58.5077,26.14,88,100,2.55,GY,1690249543
302,lompoc,34.6391,-120.4579,31.12,82,0,3.6,US,1690249073
303,thal,35.4791,72.2439,19.97,79,95,0.8,PK,1690249544
304,hermanus,-34.4187,19.2345,9.72,66,0,2.26,ZA,1690249068
305,mao,39.8885,4.2658,26.31,78,75,7.2,ES,1690249062
306,san andres,12.5847,-81.7006,29.01,79,40,7.2,CO,1690249544
307,howrah,22.5892,88.3103,29.0,89,40,2.57,IN,1690249063
308,keuruu,62.2667,24.7,12.67,99,96,1.61,FI,1690249544
309,lihue,21.9789,-159.3672,29.58,79,75,7.72,US,1690249071
310,qandala,11.472,49.8728,31.54,51,99,4.42,SO,1690249545
311,severo-yeniseyskiy,60.3725,93.0408,21.0,65,11,0.92,RU,1690249545
312,chela,34.069,104.4619,19.39,73,100,0.8,CN,1690249545
313,lib,8.3122,167.3766,28.72,75,100,7.46,MH,1690249545
314,abalak,58.1286,68.5944,15.15,88,100,3.34,RU,1690249545
315,haiku-pauwela,20.9219,-156.3051,28.43,65,20,12.35,US,1690249063
316,tbeng meanchey,13.8167,104.9667,25.5,94,91,0.87,KH,1690249545
317,villa gesell,-37.2639,-56.973,7.25,76,44,4.28,AR,1690249546
318,hilo,19.7297,-155.09,31.27,78,100,3.09,US,1690249546
319,kruisfontein,-34.0033,24.7314,6.41,74,0,2.33,ZA,1690249074
320,rongelap,11.1635,166.8941,28.96,70,16,6.09,MH,1690249546
321,pedra,-8.4969,-36.9408,16.24,99,32,1.7,BR,1690249546
322,tomatlan,19.9333,-105.25,25.16,93,100,1.65,MX,1690249077
323,kristiansund,63.1115,7.732,13.36,82,75,6.17,NO,1690249547
324,polyarnyye zori,67.3661,32.4981,9.82,98,100,2.76,RU,1690249547
325,carbonear,47.7332,-53.2148,21.91,94,76,4.86,CA,1690249547
326,upington,-28.4478,21.2561,6.21,42,0,1.03,ZA,1690249363
327,wewak,-3.5534,143.6268,27.01,83,98,3.49,PG,1690249547
328,manokwari,-0.8667,134.0833,28.63,71,12,1.65,ID,1690249077
329,kaya,13.0917,-1.0844,25.5,69,32,2.92,BF,1690249547
330,hasaki,35.7333,140.8333,34.05,74,99,4.87,JP,1690249081
331,nizhniy odes,63.6445,54.856,15.82,70,89,2.31,RU,1690249548
332,beau vallon,-20.4189,57.6953,22.13,83,75,3.6,MU,1690249548
333,selfoss,63.9331,-20.9971,10.02,92,99,1.52,IS,1690249099
334,sesheke,-17.4759,24.2968,13.14,43,24,1.61,ZM,1690249548
335,kongwa,-6.2,36.4167,14.98,92,7,1.65,TZ,1690249548
336,roma,43.2128,-75.4557,19.93,97,0,1.54,US,1690249443
337,buka,40.8108,69.1986,29.44,21,0,3.54,UZ,1690249060
338,afaahiti,-17.75,-149.2833,28.93,80,5,8.22,PF,1690249085
339,keflavik,64.0049,-22.5624,11.95,87,100,2.57,IS,1690249059
340,diego de almagro,-26.3667,-70.05,13.05,63,99,0.36,CL,1690249549
341,new norfolk,-42.7826,147.0587,13.29,54,100,2.06,AU,1690249094
342,sao joao da barra,-21.6403,-41.0511,21.22,87,0,4.27,BR,1690249091
343,itacoatiara,-3.1431,-58.4442,26.5,53,44,0.47,BR,1690249476
344,loukhi,66.0764,33.0381,10.36,98,100,2.17,RU,1690249549
345,kavieng,-2.5744,150.7967,26.69,81,98,0.66,PG,1690249549
346,mogocha,53.7333,119.7667,24.74,51,100,1.09,RU,1690249549
347,mil'kovo,55.6078,37.7956,14.27,96,14,1.36,RU,1690249549
348,isla vista,34.4133,-119.861,34.08,56,84,2.73,US,1690249550
349,cooper's town,26.8667,-77.5167,29.49,73,1,4.32,BS,1690249550
350,kapuskasing,49.4169,-82.4331,20.05,59,40,1.54,CA,1690249071
351,yinchuan,38.4681,106.2731,30.78,35,0,2.44,CN,1690249550
352,minab,27.1467,57.0801,31.29,78,100,1.93,IR,1690249078
353,santa elena de uairen,4.6167,-61.1333,20.0,91,79,0.96,VE,1690249087
354,shihezi,44.3,86.0333,30.91,16,0,1.09,CN,1690249550
355,maroua,10.591,14.3159,27.12,58,88,1.6,CM,1690249550
356,kampene,-3.6,26.6667,23.95,46,92,0.44,CD,1690249550
357,kiffa,16.6166,-11.4045,32.55,49,82,3.91,MR,1690249551
358,morehead city,34.7229,-76.726,29.0,85,20,4.12,US,1690249551
359,ugoofaaru,5.6667,73.0,27.83,78,100,3.83,MV,1690249076
360,bardai,11.65,7.2333,21.79,89,36,3.77,NG,1690249086
361,sisimiut,66.9395,-53.6735,5.68,88,46,6.5,GL,1690249075
362,prattville,32.464,-86.4597,27.73,75,0,0.0,US,1690249481
363,tholen,51.5317,4.2208,15.58,97,100,0.51,NL,1690249551
364,staronizhestebliyevskaya,45.3767,38.4517,18.79,88,0,1.45,RU,1690249551
365,puri,19.8,85.85,27.29,78,12,8.8,IN,1690249551
366,anjiang,27.3194,110.1031,31.91,63,95,2.14,CN,1690249552
367,myadzyel,54.8731,26.9359,13.97,94,99,2.71,BY,1690249552
368,kaa-khem,51.6833,94.7333,18.55,55,97,0.93,RU,1690249552
369,tarboro,35.8968,-77.5358,25.62,100,40,3.09,US,1690249358
370,tommot,58.9564,126.2925,24.52,66,100,0.83,RU,1690249552
371,sinabang,2.4803,96.3801,27.97,75,84,0.96,ID,1690249081
372,adrasmon,40.6472,69.9856,25.7,27,5,1.03,TJ,1690249552
373,kenai,60.5544,-151.2583,17.05,79,0,6.69,US,1690249081
374,nouadhibou,20.931,-17.0347,23.99,69,48,8.23,MR,1690249070
375,ohara,35.25,140.3833,28.37,71,13,4.67,JP,1690249553
376,juneau,58.3019,-134.4197,19.0,100,75,5.14,US,1690249528
377,as sulayyil,20.4607,45.5779,28.14,10,84,4.49,SA,1690249553
378,san pedro pochutla,15.7333,-96.4667,25.52,86,100,0.51,MX,1690249076
379,dukhovnitskoye,52.4828,48.2137,17.97,76,43,2.17,RU,1690249553
380,constitucion,-35.3333,-72.4167,11.32,67,100,1.39,CL,1690249074
381,anan,33.9167,134.65,28.88,79,20,4.23,JP,1690249553
382,pisco,-13.7,-76.2167,19.03,82,0,7.2,PE,1690249070
383,alaghsas,17.0187,8.0168,28.22,53,88,5.74,NE,1690249085
384,darwin,-12.4611,130.8418,21.05,26,0,8.23,AU,1690249025
385,fortuna,40.5982,-124.1573,19.99,74,0,5.66,US,1690249554
386,malango,-2.9627,119.9001,24.88,68,100,0.98,ID,1690249101
387,klamath falls,42.2249,-121.7817,26.95,32,0,6.17,US,1690249541
388,mont-joli,48.5839,-68.1921,22.72,64,40,3.09,CA,1690249336
389,usogorsk,63.4106,48.6872,13.06,98,100,2.03,RU,1690249082
390,burao,9.5221,45.5336,23.3,52,100,12.21,SO,1690249105
391,nova venecia,-18.7106,-40.4006,18.89,96,12,1.64,BR,1690249392
392,washington,47.5001,-120.5015,26.54,38,18,3.81,US,1690249386
393,leland,34.2563,-78.0447,28.01,83,0,3.6,US,1690249336
394,blackwater,-23.5833,148.8833,20.39,100,35,10.4,AU,1690249555
395,cockburn town,21.4612,-71.1419,28.84,76,1,7.99,TC,1690248840
396,matoury,4.8483,-52.3317,23.98,94,100,0.0,GF,1690249555
397,kalinkavichy,52.1323,29.3257,16.63,96,100,2.83,BY,1690249555
398,nema,57.5067,50.5011,12.36,94,64,2.11,RU,1690249555
399,saint-benoit,-21.038,55.7194,20.04,82,7,3.44,RE,1690249556
400,aktau,43.65,51.2,27.32,59,100,8.42,KZ,1690249429
401,santa cruz,-17.8,-63.1667,22.7,88,75,1.03,BO,1690249068
402,damasak,13.0977,12.4952,28.03,53,64,3.59,NG,1690249556
403,veraval,20.9,70.3667,27.29,87,88,8.08,IN,1690249556
404,chaihe,44.7667,129.7,25.57,69,17,3.9,CN,1690249556
405,brownsburg-chatham,45.6834,-74.4159,20.23,97,100,1.7,CA,1690249557
406,kelso,46.1468,-122.9084,24.71,74,100,3.6,US,1690249557
407,bucerias,20.75,-105.3333,28.99,84,100,2.06,MX,1690249557
408,port moresby,-9.4431,147.1797,28.68,58,20,5.32,PG,1690249557
409,ewo,-0.8725,14.8206,23.47,79,13,2.48,CG,1690249557
410,fale old settlement,-9.3852,-171.2468,28.79,73,7,8.66,TK,1690249070
411,saint-denis,48.9167,2.3333,17.09,93,75,1.03,FR,1690249558
412,belogorsk,50.9158,128.4611,19.78,94,100,3.91,RU,1690249558
413,vadso,70.0744,29.7487,9.49,100,100,6.69,NO,1690249071
414,waingapu,-9.6567,120.2641,26.29,63,32,7.45,ID,1690249098
415,edgewater,28.9889,-80.9023,27.25,86,33,2.48,US,1690249558
416,lejanias,3.5251,-74.0216,19.95,95,59,2.01,CO,1690249558
417,bol,13.4586,14.7147,27.03,76,63,4.63,TD,1690249558
418,berdigestyakh,62.0989,126.6992,28.2,44,25,1.5,RU,1690249559
419,n'zeto,-7.2312,12.8666,20.14,92,34,1.06,AO,1690249559
420,baihe,22.15,107.2333,30.58,64,75,1.64,CN,1690249559
421,noshiro,40.2039,140.0242,31.46,68,0,3.36,JP,1690249559
422,coahuayana de hidalgo,18.7,-103.6583,26.39,86,100,0.6,MX,1690249559
423,arcadia,34.1397,-118.0353,37.34,49,0,4.63,US,1690249501
424,ivankiv,50.9386,29.8943,15.91,86,47,3.17,UA,1690249559
425,kievka,50.2619,71.5514,20.13,42,100,2.71,KZ,1690249559
426,chengdu,30.6667,104.0667,28.02,69,0,1.0,CN,1690249560
427,arno,60.1167,18.6333,15.87,89,69,4.12,SE,1690249560
428,ad dawadimi,24.5077,44.3924,30.64,11,100,4.99,SA,1690249071
429,derzhavinsk,51.1,66.3167,22.4,41,62,4.2,KZ,1690249560
430,maputo,-25.9653,32.5892,16.82,77,75,5.81,MZ,1690249560
431,toliara,-23.35,43.6667,17.17,83,2,2.28,MG,1690249560
432,dawesville,30.9224,-84.0091,26.31,90,100,3.6,US,1690249073
433,mme-bafumen,6.3333,10.2333,16.39,98,100,0.77,CM,1690249561
434,vilyuysk,63.7553,121.6247,21.13,55,59,3.57,RU,1690249073
435,daru,-9.0763,143.2092,25.74,67,100,3.43,PG,1690249075
436,nicoya,10.1483,-85.452,25.16,80,85,3.59,CR,1690249098
437,sihanoukville,10.6093,103.5296,24.97,94,75,3.09,KH,1690249561
438,whistler,50.1164,-122.9695,10.57,100,100,0.0,CA,1690249380
439,panjakent,39.4952,67.6093,27.98,28,0,1.54,TJ,1690249561
440,tynda,55.1667,124.7167,20.42,72,95,0.33,RU,1690249561
441,chaozhou,23.6651,116.6379,30.92,66,61,1.84,CN,1690249562
442,szarvas,46.8667,20.55,26.02,65,65,2.46,HU,1690249562
443,al ain city,24.1917,55.7606,33.79,38,99,6.69,AE,1690249562
444,winnipeg,49.8844,-97.147,26.04,53,75,3.09,CA,1690248889
445,bardejov,49.2918,21.2727,16.42,99,79,1.83,SK,1690249562
446,kapshagay,43.8833,77.0833,31.07,12,0,0.66,KZ,1690249319
447,choyr,46.3611,108.3611,21.38,40,100,6.62,MN,1690249562
448,wynyard,-41.0,145.7167,13.28,66,94,3.72,AU,1690249563
449,maun,-19.9833,23.4167,12.98,38,0,2.57,BW,1690249563
450,macau,22.2006,113.5461,33.25,74,20,2.06,MO,1690249563
451,palmerston,-12.486,130.9833,21.61,29,0,7.72,AU,1690249563
452,san fernando,15.0286,120.6898,28.85,71,100,4.08,PH,1690249563
453,beidao,34.5686,105.8933,28.87,50,45,1.97,CN,1690249563
454,tidjikja,18.5564,-11.4271,32.02,44,88,5.63,MR,1690249564
455,mount pearl,47.5166,-52.7813,21.19,88,20,9.26,CA,1690249464
456,paso robles,35.6266,-120.691,37.16,16,0,6.17,US,1690249318
457,blama,7.8736,-11.3433,23.05,99,100,0.71,SL,1690249564
458,ad dilam,23.9915,47.1627,32.23,12,100,1.04,SA,1690249564
459,stantsiya novyy afon,43.0806,40.8383,21.82,85,17,1.81,GE,1690249564
460,la tuque,47.4334,-72.7824,19.14,88,42,2.57,CA,1690249565
461,ippy,6.2679,21.2247,20.58,96,97,0.71,CF,1690249565
462,klishkivtsi,48.4316,26.2623,17.98,65,10,2.61,UA,1690249565
463,ulladulla,-35.35,150.4667,15.09,53,7,2.1,AU,1690248890
464,borgarnes,64.5383,-21.9206,12.12,94,96,1.05,IS,1690249565
465,najran,17.4924,44.1277,29.36,24,100,2.01,SA,1690249565
466,karystos,38.0133,24.4161,30.23,24,0,1.34,GR,1690249565
467,pudozh,61.8099,36.5345,12.63,98,100,3.44,RU,1690249565
468,portland,45.5234,-122.6762,25.6,59,75,5.14,US,1690249432
469,basco,20.4487,121.9702,28.76,84,100,17.09,PH,1690249067
470,ulety,51.3572,112.4849,20.0,67,97,2.44,RU,1690249095
471,yuzhno-kurilsk,44.0306,145.8556,22.09,83,74,0.8,RU,1690249086
472,conroe,30.3119,-95.456,33.41,64,75,6.17,US,1690249531
473,reggane,26.7158,0.1714,35.68,8,0,2.77,DZ,1690249076
474,tortoli,39.9256,9.6572,34.9,26,0,6.17,IT,1690249567
475,burang,30.25,81.1667,11.68,78,99,1.3,CN,1690249567
476,puerto leguizamo,-0.1934,-74.7819,23.39,82,100,0.22,CO,1690249567
477,newman,37.3138,-121.0208,37.19,21,65,2.68,US,1690249567
478,hovd,48.0056,91.6419,19.04,39,29,1.12,MN,1690249567
479,chato,-2.6378,31.7669,20.11,56,36,2.62,TZ,1690249567
480,sitka,57.0531,-135.33,17.94,72,0,6.69,US,1690249060
481,boa vista,2.8197,-60.6733,26.99,83,20,1.54,BR,1690249472
482,vallenar,-28.5708,-70.7581,15.2,64,83,0.51,CL,1690249568
483,conduaga,8.862,117.4893,27.1,87,100,6.01,PH,1690249568
484,estacion coahuila,32.1939,-115.0017,42.48,15,0,5.22,MX,1690249568
485,chiredzi,-21.05,31.6667,16.41,85,51,5.01,ZW,1690249569
486,le luc,43.3932,6.3147,25.62,57,100,5.66,FR,1690249569
487,sorsk,54.0033,90.2467,17.0,78,97,1.74,RU,1690249569
488,vicente guerrero,19.1194,-98.1708,17.66,88,100,0.89,MX,1690249569
489,mejit,10.2753,170.8646,28.48,78,100,7.68,MH,1690249569
490,balkashino,52.5167,68.7667,18.47,50,100,2.16,KZ,1690249570
491,hastings,50.8552,0.5729,14.4,47,100,4.67,GB,1690249570
492,pul-e 'alam,33.9953,69.0227,22.63,51,10,1.12,AF,1690249570
493,hermiston,45.8404,-119.2895,27.9,40,0,6.17,US,1690249570
494,alzamay,55.5562,98.6644,20.72,60,18,2.77,RU,1690249570
495,pula,44.8683,13.8481,27.31,69,0,5.14,HR,1690249570
496,sao tome,0.3365,6.7273,23.67,85,96,4.43,ST,1690249570
497,sao gabriel da cachoeira,-0.1303,-67.0892,22.62,98,66,1.01,BR,1690249571
498,lyman,48.9884,37.8023,16.01,62,0,1.22,UA,1690249351
499,kirando,-7.4167,30.6,21.7,56,43,3.99,TZ,1690249571
500,la sarre,48.8002,-79.1996,13.33,83,27,2.16,CA,1690249332
501,springbok,-29.6643,17.8865,7.08,36,100,4.29,ZA,1690249571
502,belmonte,-15.8631,-38.8828,21.02,87,9,3.42,BR,1690249076
503,nogliki,51.8333,143.1667,17.99,78,46,4.34,RU,1690249571
504,coquimbo,-29.9533,-71.3436,12.85,94,0,1.54,CL,1690249421
505,torit,4.4133,32.5678,20.92,86,86,1.25,SS,1690249572
506,rakops,-21.0167,24.3333,14.86,24,35,2.97,BW,1690249484
507,capitan bado,-23.2667,-55.5333,19.99,47,4,3.55,PY,1690249572
508,palembang,-2.9167,104.7458,27.05,83,20,2.06,ID,1690249572
509,crane,31.3974,-102.3501,33.76,20,0,4.7,US,1690249572
510,acapulco de juarez,16.8634,-99.8901,29.9,74,100,2.06,MX,1690249092
511,sokcho,38.2083,128.5911,32.34,55,40,4.63,KR,1690249573
512,enniskillen,54.3461,-7.6413,7.63,98,36,1.11,GB,1690249573
513,ad-damazin,11.7891,34.3592,24.11,84,100,2.94,SD,1690249573
514,cururupu,-1.8283,-44.8683,23.59,90,8,1.1,BR,1690249490
515,sequim,48.0795,-123.1018,17.83,95,89,0.45,US,1690249534
516,cherlak,54.155,74.8055,18.99,70,14,4.77,RU,1690249573
517,kostroma,57.7708,40.9344,11.76,95,97,2.0,RU,1690249396
518,petropavlovsk-kamchatsky,53.0452,158.6483,24.33,41,20,5.0,RU,1690249062
519,nora,59.5193,15.0398,14.69,99,100,1.88,SE,1690249574
520,sechura,-5.5569,-80.8222,22.29,76,100,7.01,PE,1690249077
521,richmond,37.5538,-77.4603,25.13,89,20,2.06,US,1690249082
522,krylovskaya,46.3194,39.9711,17.74,93,0,1.7,RU,1690249574
523,tateyama,34.9833,139.8667,27.3,74,58,3.44,JP,1690249574
524,queenstown,-31.8976,26.8753,2.68,58,8,0.63,ZA,1690249575
525,fernie,49.5,-115.0687,32.05,32,8,6.28,CA,1690249575
526,forio,40.7342,13.8646,31.4,66,1,2.68,IT,1690249575
527,huarmey,-10.0681,-78.1522,20.82,81,23,4.29,PE,1690249575
528,ladario,-19.0047,-57.6017,21.76,39,0,0.46,BR,1690249412
529,chernyshevskiy,63.0128,112.4714,25.08,55,12,3.06,RU,1690249575
530,glace bay,46.1969,-59.957,22.31,89,75,1.54,CA,1690249576
531,maloye ganyushkino,46.6,49.2667,25.71,52,100,4.52,KZ,1690249576
532,kuhdasht,33.535,47.6061,24.25,21,0,2.18,IR,1690249576
533,carmelo,-33.9892,-58.2856,6.96,90,99,4.06,UY,1690249576
534,cedeira,43.6797,-8.0209,16.88,78,93,3.78,ES,1690249576
535,manikpur,25.0667,81.1167,31.74,59,100,1.98,IN,1690249576
536,oak grove,45.4168,-122.6401,25.32,59,75,5.14,US,1690249451
537,cidreira,-30.1811,-50.2056,17.5,96,100,5.55,BR,1690249577
538,playa del ingles,27.7567,-15.5787,22.86,80,2,4.78,ES,1690249450
539,vila velha,-20.3297,-40.2925,19.97,92,75,1.54,BR,1690248962
540,vorkuta,67.5,64.0,18.48,70,89,1.69,RU,1690249577
541,barra de santo antonio,-9.4047,-35.5072,22.6,82,44,3.16,BR,1690249577
542,barabai,-2.5833,115.3833,30.88,55,15,0.52,ID,1690249577
543,quellon,-43.1167,-73.6167,8.14,100,100,3.6,CL,1690249060
544,rio grande,-32.035,-52.0986,13.06,95,100,9.07,BR,1690248854
545,dzhangala,49.2167,50.3333,23.03,56,100,3.36,KZ,1690249578
546,eynesil,41.0645,39.1438,21.92,80,73,2.78,TR,1690249578
547,songling,31.1933,120.7176,31.03,68,100,3.44,CN,1690249578
548,arteche,12.2645,125.4048,29.11,71,100,7.18,PH,1690249578
549,al bardiyah,31.7561,25.0865,27.07,79,0,4.9,LY,1690249578
550,deschutes river woods,43.9915,-121.3584,24.49,32,0,5.66,US,1690249579
551,manado,1.487,124.8455,32.43,51,20,8.23,ID,1690249579
552,mahina,-17.5065,-149.489,29.87,74,40,3.6,PF,1690249081
553,trenggalek,-8.05,111.7167,27.64,100,39,1.98,ID,1690249579
554,asau,46.4333,26.4,17.51,69,16,2.6,RO,1690249579
555,al jawf,29.5,38.75,26.61,30,0,3.29,SA,1690249579
556,daman,20.4167,72.85,26.78,89,97,5.98,IN,1690249580
557,xinyuan,37.3,99.0,12.47,63,87,1.24,CN,1690249580
558,saladan,7.6134,99.0365,28.2,79,75,6.47,TH,1690249099
559,cabedelo,-6.9811,-34.8339,23.37,84,50,5.48,BR,1690249100
